2017-05-19 11:41:06|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 11:41:11|信息:连接数据服务器[192.168.50.2:9527]失败, err:7001!
2017-05-19 11:43:56|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 11:44:01|信息:连接数据服务器[192.168.50.2:9527]失败, err:7001!
2017-05-19 11:45:10|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 11:45:10|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 11:45:15|信息:连接充值数据服务器[192.168.50.2:9527]失败!
2017-05-19 11:48:40|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 11:48:40|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 11:48:40|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 11:48:40|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 11:48:40|信息:载入游戏全局配置[E:\SGSConfig\game.json]失败!
2017-05-19 13:44:08|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 13:44:08|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:44:08|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:44:08|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:44:08|信息:载入游戏全局配置[E:\SGSConfig\game.json]失败!
2017-05-19 13:54:01|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 13:54:01|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:54:01|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:54:01|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:54:01|信息:载入游戏全局配置[E:\cyaServer\Debug\mlConfig\game.json]失败!
2017-05-19 13:56:17|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 13:56:20|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:56:20|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:56:20|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:56:20|信息:载入游戏全局配置[E:\cyaServer\Debug\mlConfig\game.json]失败!
2017-05-19 13:57:10|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 13:57:15|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:57:15|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:57:15|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 13:59:10|信息:载入游戏全局配置[E:\cyaServer\Debug\mlConfig\game.json]失败!
2017-05-19 14:13:27|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 14:13:27|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:13:27|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:13:27|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:13:41|信息:载入游戏全局配置成功!
2017-05-19 14:13:41|信息:载入游戏公告配置成功!
2017-05-19 14:13:41|信息:载入游戏章节配置[E:\cyaServer\Debug\mlConfig\Chapter.z]失败!
2017-05-19 14:21:13|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 14:21:13|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:21:13|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:21:13|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:21:19|信息:载入游戏全局配置成功!
2017-05-19 14:21:23|信息:载入游戏公告配置成功!
2017-05-19 14:22:06|信息:载入游戏章节配置成功!
2017-05-19 14:23:47|信息:载入角色配置成功!
2017-05-19 14:23:47|信息:载入技能配置失败!
2017-05-19 14:31:57|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 14:31:57|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:31:57|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:31:57|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:31:59|信息:载入游戏全局配置成功!
2017-05-19 14:32:00|信息:载入游戏公告配置成功!
2017-05-19 14:32:09|信息:载入游戏章节配置成功!
2017-05-19 14:32:09|信息:载入角色配置成功!
2017-05-19 14:32:09|信息:载入技能配置成功!
2017-05-19 14:32:09|信息:载入游戏落配置[E:\cyaServer\Debug\mlConfig\GameDrop.json]失败!
2017-05-19 14:36:36|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 14:36:36|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:36:36|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:36:36|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:36:40|信息:载入游戏全局配置成功!
2017-05-19 14:36:41|信息:载入游戏公告配置成功!
2017-05-19 14:36:42|信息:载入游戏章节配置成功!
2017-05-19 14:36:43|信息:载入角色配置成功!
2017-05-19 14:36:46|信息:载入技能配置成功!
2017-05-19 14:36:49|信息:载入游戏落配置成功!
2017-05-19 14:36:52|信息:载入装备合成配置成功!
2017-05-19 14:36:53|信息:载入怪配置成功!
2017-05-19 14:37:01|信息:载入副本配置成功!
2017-05-19 14:37:04|信息:载入单人随机副本配置成功!
2017-05-19 14:37:09|信息:载入任务配置成功!
2017-05-19 14:37:12|信息:载入职业装备配置成功!
2017-05-19 14:37:14|信息:载入装备强化配置成功!
2017-05-19 14:37:17|信息:载入装备升星配置成功!
2017-05-19 14:37:19|信息:载入装备品质配置成功!
2017-05-19 14:37:23|信息:载入宝石配置成功!
2017-05-19 14:37:25|信息:载入材料配置成功!
2017-05-19 14:37:27|信息:载入碎片配置成功!
2017-05-19 14:37:28|信息:载入商城配置成功!
2017-05-19 14:37:29|信息:载入时装配置成功!
2017-05-19 14:37:31|信息:载入充值配置成功!
2017-05-19 14:37:33|信息:载入称号配置成功!
2017-05-19 14:37:37|信息:载入套装配置成功!
2017-05-19 14:37:38|信息:载入复活配置成功!
2017-05-19 14:37:39|信息:载入金币兑换配置成功!
2017-05-19 14:37:41|信息:载入VIP配置成功!
2017-05-19 14:37:42|信息:载入签到配置成功!
2017-05-19 14:37:48|信息:载入活动配置成功!
2017-05-19 14:37:48|信息:载入解锁配置成功!
2017-05-19 14:37:49|信息:载入礼包配置成功!
2017-05-19 14:37:49|信息:载入成就配置成功!
2017-05-19 14:37:49|信息:载入体力兑换配置成功!
2017-05-19 14:37:49|信息:载入每日签到配置成功!
2017-05-19 14:37:49|信息:载入炼魂碎片配置成功!
2017-05-19 14:37:49|信息:载入炼魂系统配置成功!
2017-05-19 14:37:49|信息:载入排行奖励配置成功!
2017-05-19 14:37:49|信息:载入限时活动配置成功!
2017-05-19 14:37:49|信息:载入关卡玩法配置成功!
2017-05-19 14:37:49|信息:载入怪物属性配置成功!
2017-05-19 14:37:49|信息:载入怪物类型配置成功!
2017-05-19 14:37:49|信息:载入装备位属性配置成功!
2017-05-19 14:37:49|信息:载入角色属性配置成功!
2017-05-19 14:37:49|信息:载入活动副本配置[E:\cyaServer\Debug\mlConfig\ActivityStage.z]失败!
2017-05-19 14:41:32|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 14:41:32|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:41:32|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:41:32|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:41:36|信息:载入游戏全局配置成功!
2017-05-19 14:41:36|信息:载入游戏公告配置成功!
2017-05-19 14:41:36|信息:载入游戏章节配置成功!
2017-05-19 14:41:36|信息:载入角色配置成功!
2017-05-19 14:41:36|信息:载入技能配置成功!
2017-05-19 14:41:37|信息:载入游戏落配置成功!
2017-05-19 14:41:37|信息:载入装备合成配置成功!
2017-05-19 14:41:37|信息:载入怪配置成功!
2017-05-19 14:41:43|信息:载入副本配置成功!
2017-05-19 14:41:43|信息:载入单人随机副本配置成功!
2017-05-19 14:41:45|信息:载入任务配置成功!
2017-05-19 14:41:45|信息:载入职业装备配置成功!
2017-05-19 14:41:45|信息:载入装备强化配置成功!
2017-05-19 14:41:45|信息:载入装备升星配置成功!
2017-05-19 14:41:45|信息:载入装备品质配置成功!
2017-05-19 14:41:45|信息:载入宝石配置成功!
2017-05-19 14:41:45|信息:载入材料配置成功!
2017-05-19 14:41:45|信息:载入碎片配置成功!
2017-05-19 14:41:45|信息:载入商城配置成功!
2017-05-19 14:41:45|信息:载入时装配置成功!
2017-05-19 14:41:45|信息:载入充值配置成功!
2017-05-19 14:41:45|信息:载入称号配置成功!
2017-05-19 14:41:45|信息:载入套装配置成功!
2017-05-19 14:41:45|信息:载入复活配置成功!
2017-05-19 14:41:45|信息:载入金币兑换配置成功!
2017-05-19 14:41:45|信息:载入VIP配置成功!
2017-05-19 14:41:45|信息:载入签到配置成功!
2017-05-19 14:41:45|信息:载入活动配置成功!
2017-05-19 14:41:45|信息:载入解锁配置成功!
2017-05-19 14:41:46|信息:载入礼包配置成功!
2017-05-19 14:41:46|信息:载入成就配置成功!
2017-05-19 14:41:46|信息:载入体力兑换配置成功!
2017-05-19 14:41:46|信息:载入每日签到配置成功!
2017-05-19 14:41:46|信息:载入炼魂碎片配置成功!
2017-05-19 14:41:46|信息:载入炼魂系统配置成功!
2017-05-19 14:41:46|信息:载入排行奖励配置成功!
2017-05-19 14:41:46|信息:载入限时活动配置成功!
2017-05-19 14:41:46|信息:载入关卡玩法配置成功!
2017-05-19 14:41:46|信息:载入怪物属性配置成功!
2017-05-19 14:41:46|信息:载入怪物类型配置成功!
2017-05-19 14:41:46|信息:载入装备位属性配置成功!
2017-05-19 14:41:47|信息:载入角色属性配置成功!
2017-05-19 14:41:47|信息:载入活动副本配置[E:\cyaServer\Debug\mlConfig\ActivityStage.z]失败!
2017-05-19 14:49:45|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 14:49:45|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:49:45|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:49:45|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:49:45|信息:载入游戏全局配置成功!
2017-05-19 14:49:45|信息:载入游戏公告配置成功!
2017-05-19 14:49:45|信息:载入游戏章节配置成功!
2017-05-19 14:49:46|信息:载入角色配置成功!
2017-05-19 14:49:46|信息:载入技能配置成功!
2017-05-19 14:49:46|信息:载入游戏落配置成功!
2017-05-19 14:49:47|信息:载入装备合成配置成功!
2017-05-19 14:49:47|信息:载入怪配置成功!
2017-05-19 14:49:53|信息:载入副本配置成功!
2017-05-19 14:49:53|信息:载入单人随机副本配置成功!
2017-05-19 14:49:54|信息:载入任务配置成功!
2017-05-19 14:49:55|信息:载入职业装备配置成功!
2017-05-19 14:49:55|信息:载入装备强化配置成功!
2017-05-19 14:49:55|信息:载入装备升星配置成功!
2017-05-19 14:49:55|信息:载入装备品质配置成功!
2017-05-19 14:49:55|信息:载入宝石配置成功!
2017-05-19 14:49:55|信息:载入材料配置成功!
2017-05-19 14:49:55|信息:载入碎片配置成功!
2017-05-19 14:49:55|信息:载入商城配置成功!
2017-05-19 14:49:55|信息:载入时装配置成功!
2017-05-19 14:49:55|信息:载入充值配置成功!
2017-05-19 14:49:55|信息:载入称号配置成功!
2017-05-19 14:49:55|信息:载入套装配置成功!
2017-05-19 14:49:55|信息:载入复活配置成功!
2017-05-19 14:49:55|信息:载入金币兑换配置成功!
2017-05-19 14:49:55|信息:载入VIP配置成功!
2017-05-19 14:49:55|信息:载入签到配置成功!
2017-05-19 14:49:55|信息:载入活动配置成功!
2017-05-19 14:49:55|信息:载入解锁配置成功!
2017-05-19 14:49:56|信息:载入礼包配置成功!
2017-05-19 14:49:56|信息:载入成就配置成功!
2017-05-19 14:49:56|信息:载入体力兑换配置成功!
2017-05-19 14:49:56|信息:载入每日签到配置成功!
2017-05-19 14:49:56|信息:载入炼魂碎片配置成功!
2017-05-19 14:49:56|信息:载入炼魂系统配置成功!
2017-05-19 14:49:56|信息:载入排行奖励配置成功!
2017-05-19 14:49:56|信息:载入限时活动配置成功!
2017-05-19 14:49:56|信息:载入关卡玩法配置成功!
2017-05-19 14:49:56|信息:载入怪物属性配置成功!
2017-05-19 14:49:56|信息:载入怪物类型配置成功!
2017-05-19 14:49:56|信息:载入装备位属性配置成功!
2017-05-19 14:49:56|信息:载入角色属性配置成功!
2017-05-19 14:49:56|信息:载入活动副本配置[E:\cyaServer\Debug\mlConfig\ActivityStage.z]失败!
2017-05-19 14:50:17|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 14:50:17|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:50:17|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:50:17|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:50:18|信息:载入游戏全局配置成功!
2017-05-19 14:50:18|信息:载入游戏公告配置成功!
2017-05-19 14:50:18|信息:载入游戏章节配置成功!
2017-05-19 14:50:18|信息:载入角色配置成功!
2017-05-19 14:50:19|信息:载入技能配置成功!
2017-05-19 14:50:19|信息:载入游戏落配置成功!
2017-05-19 14:50:19|信息:载入装备合成配置成功!
2017-05-19 14:50:20|信息:载入怪配置成功!
2017-05-19 14:50:25|信息:载入副本配置成功!
2017-05-19 14:50:25|信息:载入单人随机副本配置成功!
2017-05-19 14:50:27|信息:载入任务配置成功!
2017-05-19 14:50:27|信息:载入职业装备配置成功!
2017-05-19 14:50:27|信息:载入装备强化配置成功!
2017-05-19 14:50:27|信息:载入装备升星配置成功!
2017-05-19 14:50:27|信息:载入装备品质配置成功!
2017-05-19 14:50:27|信息:载入宝石配置成功!
2017-05-19 14:50:27|信息:载入材料配置成功!
2017-05-19 14:50:27|信息:载入碎片配置成功!
2017-05-19 14:50:28|信息:载入商城配置成功!
2017-05-19 14:50:28|信息:载入时装配置成功!
2017-05-19 14:50:28|信息:载入充值配置成功!
2017-05-19 14:50:28|信息:载入称号配置成功!
2017-05-19 14:50:28|信息:载入套装配置成功!
2017-05-19 14:50:28|信息:载入复活配置成功!
2017-05-19 14:50:28|信息:载入金币兑换配置成功!
2017-05-19 14:50:28|信息:载入VIP配置成功!
2017-05-19 14:50:28|信息:载入签到配置成功!
2017-05-19 14:50:28|信息:载入活动配置成功!
2017-05-19 14:56:04|信息:读取系统配置文件[./cyaMLServer.properties]成功!
2017-05-19 14:56:04|信息:连接数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:56:04|信息:连接充值数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:56:04|信息:连接代币数据服务器[192.168.50.2:9570]成功!
2017-05-19 14:56:05|信息:载入游戏全局配置成功!
2017-05-19 14:56:05|信息:载入游戏公告配置成功!
2017-05-19 14:56:05|信息:载入游戏章节配置成功!
2017-05-19 14:56:05|信息:载入角色配置成功!
2017-05-19 14:56:05|信息:载入技能配置成功!
2017-05-19 14:56:06|信息:载入游戏落配置成功!
2017-05-19 14:56:06|信息:载入装备合成配置成功!
2017-05-19 14:56:06|信息:载入怪配置成功!
