2017-10-24 09:11:40|调试:SqlSession wait_timeout 28800
2017-10-24 09:11:40|信息:连接到(DB：sgsverify)192.168.50.2:3306
2017-10-24 09:11:40|调试:SqlSession wait_timeout 28800
2017-10-24 09:11:40|信息:连接到(DB：sgs)192.168.50.2:3306
2017-10-24 09:11:40|调试:SqlSession wait_timeout 28800
2017-10-24 09:11:40|信息:连接到(DB：sgs_action)192.168.50.2:3306
2017-10-24 09:11:40|调试:SqlSession wait_timeout 28800
2017-10-24 09:11:40|信息:连接到(DB：sgsrecharge)192.168.50.2:3306
2017-10-24 09:11:40|调试:SqlSession wait_timeout 28800
2017-10-24 09:11:40|信息:连接到(DB：sgsinfo)192.168.50.2:3306
2017-10-24 09:11:40|调试:SqlSession wait_timeout 28800
2017-10-24 09:11:40|信息:连接到(DB：sgscash)192.168.50.2:3306
2017-10-24 09:11:40|信息:============数据服务器服务器启动成功===========!
2017-10-24 09:11:43|调试:New A Client Connect; Session Count 1
2017-10-24 09:11:43|调试:New A Client Connect; Session Count 2
2017-10-24 09:11:43|调试:New A Client Connect; Session Count 3
2017-10-24 09:11:43|调试:New A Client Connect; Session Count 4
2017-10-24 09:11:43|调试:New A Client Connect; Session Count 5
2017-10-24 09:11:43|调试:New A Client Connect; Session Count 6
2017-10-24 09:11:48|调试:New A Client Connect; Session Count 7
2017-10-24 09:11:48|调试:New A Client Connect; Session Count 8
2017-10-24 09:11:48|调试:New A Client Connect; Session Count 9
2017-10-24 09:11:48|调试:New A Client Connect; Session Count 10
2017-10-24 09:11:50|调试:New A Client Connect; Session Count 11
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:12|调试:Client Closed
2017-10-24 19:12:37|调试:Ping Error
2017-10-24 19:12:37|调试:Ping Error
2017-10-24 19:12:37|调试:Ping Error
2017-10-24 19:12:37|调试:Ping Error
2017-10-24 19:12:38|调试:Ping Error
2017-10-24 19:12:38|调试:Ping Error
2017-10-24 19:12:58|调试:Ping Error
2017-10-24 19:12:58|调试:Ping Error
2017-10-24 19:12:58|调试:Ping Error
2017-10-24 19:12:58|调试:Ping Error
2017-10-24 19:12:59|调试:Ping Error
2017-10-24 19:12:59|调试:Ping Error
2017-10-24 19:13:19|调试:Ping Error
2017-10-24 19:13:19|调试:Ping Error
2017-10-24 19:13:19|调试:Ping Error
2017-10-24 19:13:19|调试:Ping Error
2017-10-24 19:13:20|调试:Ping Error
2017-10-24 19:13:20|调试:Ping Error
2017-10-24 19:13:40|调试:Ping Error
2017-10-24 19:13:40|调试:Ping Error
2017-10-24 19:13:40|调试:Ping Error
2017-10-24 19:13:40|调试:Ping Error
2017-10-24 19:13:41|调试:Ping Error
2017-10-24 19:13:41|调试:Ping Error
2017-10-24 19:14:01|调试:Ping Error
2017-10-24 19:14:01|调试:Ping Error
2017-10-24 19:14:01|调试:Ping Error
2017-10-24 19:14:01|调试:Ping Error
2017-10-24 19:14:02|调试:Ping Error
